Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-5g79,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Stimulus,Answer,Congruency,Practice
11,1707390249956,08/02/2024 11:04:09,1707390249821,1,08/02/2024 12:04:09,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,6,5,1,Screen 1,fixation,fixation,500.30000000001746,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
12,1707390252307,08/02/2024 11:04:12,1707390252252,1,08/02/2024 12:04:12,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,6,5,2,Screen 2,buttonb,response_keyboard,2417.5,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
13,1707390253443,08/02/2024 11:04:13,1707390253037,1,08/02/2024 12:04:13,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
14,1707390254728,08/02/2024 11:04:14,1707390254695,1,08/02/2024 12:04:14,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,7,6,2,Screen 2,buttonb,response_keyboard,1648.2000000476837,,,green,1,1,0,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
15,1707390255498,08/02/2024 11:04:15,1707390255486,1,08/02/2024 12:04:15,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,1,Screen 1,fixation,fixation,499.80000000001746,,,,,0,1,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
16,1707390258653,08/02/2024 11:04:18,1707390258644,1,08/02/2024 12:04:18,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,8,7,2,Screen 2,buttonb,response_keyboard,3148.600000143051,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEyellow.jpg,blue,0,1
17,1707390259463,08/02/2024 11:04:19,1707390259436,1,08/02/2024 12:04:19,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,1,Screen 1,fixation,fixation,499.8999999999942,,,,,0,1,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
18,1707390261710,08/02/2024 11:04:21,1707390261687,1,08/02/2024 12:04:21,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,9,8,2,Screen 2,buttonb,response_keyboard,2241.5,,,blue,1,1,0,0,,,,,,Practice Trials,BLUEred.jpg,blue,0,1
19,1707390262495,08/02/2024 11:04:22,1707390262470,1,08/02/2024 12:04:22,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
20,1707390264361,08/02/2024 11:04:24,1707390264330,1,08/02/2024 12:04:24,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,10,9,2,Screen 2,buttonb,response_keyboard,1846,,,green,1,1,0,0,,,,,,Practice Trials,GREENblue.jpg,green,0,1
21,1707390265147,08/02/2024 11:04:25,1707390265119,1,08/02/2024 12:04:25,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
22,1707390266964,08/02/2024 11:04:26,1707390266947,1,08/02/2024 12:04:26,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,11,10,2,Screen 2,buttona,response_keyboard,1819.2000000476837,,,red,1,0,1,0,,,,,,Practice Trials,GREENred.jpg,green,0,1
23,1707390267745,08/02/2024 11:04:27,1707390267735,1,08/02/2024 12:04:27,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,1,Screen 1,fixation,fixation,500,,,,,0,1,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
24,1707390272137,08/02/2024 11:04:32,1707390272041,1,08/02/2024 12:04:32,143617,34,task-5alh,,34913788,pjuk8,9856732,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1280x720,1280x593,,,,Stroop Task,7,DGS,spreadsheet_stroop_100,spreadsheet_stroop_100,12,11,2,Screen 2,buttonb,response_keyboard,4297.799999952316,,,green,1,1,0,0,,,,,,Practice Trials,GREENgreen.jpg,green,1,1
